BLOC,City1,City2,Duration (hours)
1,Jorba,Conesa,0.6440277777777778
1,Jorba,Llorac,0.5023611111111111
1,Jorba,Passanant i Belltall,0.86
1,Jorba,Piles,0.43386111111111114
1,Jorba,Savallà del Comtat,0.5352222222222222
1,Jorba,Vallfogona de Riucorb,0.6154722222222222
1,Jorba,Forès,0.8492500000000001
1,Jorba,Rocafort de Queralt,0.5461388888888888
1,Jorba,Carme,0.3981388888888889
1,Jorba,Montblanc,0.8231666666666667
1,Montmaneu,Rubió,0.3615555555555555
1,Montmaneu,Veciana,0.19561111111111112
1,Montmaneu,Bellprat,0.33561111111111114
1,Montmaneu,El Bruc,0.49669444444444444
1,Montmaneu,Castellolí,0.3625833333333333
1,Montmaneu,Orpí,0.640638888888889
1,Montmaneu,Santa Maria de Miralles,0.4924444444444444
1,Montmaneu,Cabrera d'Anoia,0.5305833333333333
1,Montmaneu,Torre de Claramunt,0.49283333333333335
1,Montmaneu,Vallbona d'Anoia,0.4677777777777778
1,Montmaneu,La Llacuna,0.5178333333333334
1,Montmaneu,Conesa,0.5004444444444445
1,Montmaneu,Llorac,0.35877777777777775
1,Montmaneu,Passanant i Belltall,0.7245277777777779
1,Montmaneu,Piles,0.2902777777777778
1,Montmaneu,Savallà del Comtat,0.3916388888888889
1,Montmaneu,Vallfogona de Riucorb,0.47188888888888886
1,Montmaneu,Forès,0.7056666666666667
1,Montmaneu,Rocafort de Queralt,0.40255555555555556
1,Montmaneu,Carme,0.5338611111111111
1,Montmaneu,Montblanc,0.6795833333333333
1,Rubió,Veciana,0.30224999999999996
1,Rubió,Bellprat,0.6090277777777777
1,Rubió,El Bruc,0.5105277777777778
1,Rubió,Castellolí,0.3764166666666666
1,Rubió,Orpí,0.6544722222222222
1,Rubió,Santa Maria de Miralles,0.5838333333333334
1,Rubió,Cabrera d'Anoia,0.5444166666666667
1,Rubió,Torre de Claramunt,0.5066666666666667
1,Rubió,Vallbona d'Anoia,0.4816111111111111
1,Rubió,La Llacuna,0.6745277777777778
1,Rubió,Conesa,0.7902222222222223
1,Rubió,Llorac,0.6485555555555556
1,Rubió,Passanant i Belltall,1.0061944444444444
1,Rubió,Piles,0.5800555555555555
1,Rubió,Savallà del Comtat,0.6814166666666667
1,Rubió,Vallfogona de Riucorb,0.7616666666666667
1,Rubió,Forès,0.9954444444444445
1,Rubió,Rocafort de Queralt,0.6923333333333334
1,Rubió,Carme,0.5476944444444445
1,Rubió,Montblanc,0.969361111111111
1,Veciana,Bellprat,0.49619444444444444
1,Veciana,El Bruc,0.50725
1,Veciana,Castellolí,0.37313888888888885
1,Veciana,Orpí,0.6511944444444445
1,Veciana,Santa Maria de Miralles,0.5805555555555556
1,Veciana,Cabrera d'Anoia,0.5411388888888888
1,Veciana,Torre de Claramunt,0.5033888888888889
1,Veciana,Vallbona d'Anoia,0.47833333333333333
1,Veciana,La Llacuna,0.6784166666666667
1,Veciana,Conesa,0.6610277777777778
1,Veciana,Llorac,0.5193611111111112
1,Veciana,Passanant i Belltall,0.8851111111111112
1,Veciana,Piles,0.4508611111111111
1,Veciana,Savallà del Comtat,0.5522222222222222
1,Veciana,Vallfogona de Riucorb,0.6324722222222222
1,Veciana,Forès,0.86625
1,Veciana,Rocafort de Queralt,0.5631388888888889
1,Veciana,Carme,0.5444166666666667
1,Veciana,Montblanc,0.8401666666666666
1,Bellprat,El Bruc,0.6740277777777778
1,Bellprat,Castellolí,0.5399166666666667
1,Bellprat,Orpí,0.5090277777777777
1,Bellprat,Santa Maria de Miralles,0.27594444444444444
1,Bellprat,Cabrera d'Anoia,0.6251944444444444
1,Bellprat,Torre de Claramunt,0.62275
1,Bellprat,Vallbona d'Anoia,0.6451111111111112
1,Bellprat,La Llacuna,0.30133333333333334
1,Bellprat,Conesa,0.4446388888888889
1,Bellprat,Llorac,0.30297222222222225
1,Bellprat,Passanant i Belltall,0.6729166666666667
1,Bellprat,Piles,0.2278888888888889
1,Bellprat,Savallà del Comtat,0.3358333333333333
1,Bellprat,Vallfogona de Riucorb,0.41608333333333336
1,Bellprat,Forès,0.6432777777777778
1,Bellprat,Rocafort de Queralt,0.3401666666666666
1,Bellprat,Carme,0.46358333333333335
1,Bellprat,Montblanc,0.6171944444444445
1,El Bruc,Castellolí,0.18097222222222223
1,El Bruc,Orpí,0.5323888888888889
1,El Bruc,Santa Maria de Miralles,0.5363611111111112
1,El Bruc,Cabrera d'Anoia,0.4263888888888889
1,El Bruc,Torre de Claramunt,0.38863888888888887
1,El Bruc,Vallbona d'Anoia,0.36358333333333337
1,El Bruc,La Llacuna,0.6270555555555556
1,El Bruc,Conesa,0.9458888888888889
1,El Bruc,Llorac,0.8042222222222222
1,El Bruc,Passanant i Belltall,1.161861111111111
1,El Bruc,Piles,0.7357222222222222
1,El Bruc,Savallà del Comtat,0.8370833333333333
1,El Bruc,Vallfogona de Riucorb,0.9173333333333333
1,El Bruc,Forès,1.1511111111111112
1,El Bruc,Rocafort de Queralt,0.8480000000000001
1,El Bruc,Carme,0.4256111111111111
1,El Bruc,Montblanc,1.1250277777777777
1,Castellolí,Orpí,0.3908611111111111
1,Castellolí,Santa Maria de Miralles,0.39483333333333337
1,Castellolí,Cabrera d'Anoia,0.2848611111111111
1,Castellolí,Torre de Claramunt,0.24711111111111111
1,Castellolí,Vallbona d'Anoia,0.22205555555555556
1,Castellolí,La Llacuna,0.4855277777777778
1,Castellolí,Conesa,0.8043611111111111
1,Castellolí,Llorac,0.6626944444444444
1,Castellolí,Passanant i Belltall,1.0203333333333333
1,Castellolí,Piles,0.5941944444444445
1,Castellolí,Savallà del Comtat,0.6955555555555556
1,Castellolí,Vallfogona de Riucorb,0.7758055555555555
1,Castellolí,Forès,1.0095833333333333
1,Castellolí,Rocafort de Queralt,0.7064722222222223
1,Castellolí,Carme,0.28408333333333335
1,Castellolí,Montblanc,0.9834999999999999
1,Orpí,Santa Maria de Miralles,0.23475000000000001
1,Orpí,Cabrera d'Anoia,0.40041666666666664
1,Orpí,Torre de Claramunt,0.2698055555555555
1,Orpí,Vallbona d'Anoia,0.33325
1,Orpí,La Llacuna,0.3239444444444445
1,Orpí,Conesa,0.8345833333333333
1,Orpí,Llorac,0.6929166666666666
1,Orpí,Passanant i Belltall,1.0628611111111113
1,Orpí,Piles,0.6178333333333332
1,Orpí,Savallà del Comtat,0.7257777777777779
1,Orpí,Vallfogona de Riucorb,0.8060277777777777
1,Orpí,Forès,1.0332222222222223
1,Orpí,Rocafort de Queralt,0.7301111111111112
1,Orpí,Carme,0.1106388888888889
1,Orpí,Montblanc,1.0071388888888888
1,Santa Maria de Miralles,Cabrera d'Anoia,0.41455555555555557
1,Santa Maria de Miralles,Torre de Claramunt,0.34680555555555553
1,Santa Maria de Miralles,Vallbona d'Anoia,0.41025
1,Santa Maria de Miralles,La Llacuna,0.09069444444444444
1,Santa Maria de Miralles,Conesa,0.5998333333333333
1,Santa Maria de Miralles,Llorac,0.45816666666666667
1,Santa Maria de Miralles,Passanant i Belltall,0.828111111111111
1,Santa Maria de Miralles,Piles,0.38308333333333333
1,Santa Maria de Miralles,Savallà del Comtat,0.4910277777777778
1,Santa Maria de Miralles,Vallfogona de Riucorb,0.5712777777777778
1,Santa Maria de Miralles,Forès,0.7984722222222222
1,Santa Maria de Miralles,Rocafort de Queralt,0.4953611111111111
1,Santa Maria de Miralles,Carme,0.18763888888888888
1,Santa Maria de Miralles,Montblanc,0.7723888888888889
1,Cabrera d'Anoia,Torre de Claramunt,0.21572222222222223
1,Cabrera d'Anoia,Vallbona d'Anoia,0.13341666666666668
1,Cabrera d'Anoia,La Llacuna,0.32513888888888887
1,Cabrera d'Anoia,Conesa,0.9502777777777778
1,Cabrera d'Anoia,Llorac,0.8086111111111111
1,Cabrera d'Anoia,Passanant i Belltall,1.1785555555555556
1,Cabrera d'Anoia,Piles,0.7335277777777778
1,Cabrera d'Anoia,Savallà del Comtat,0.8414722222222223
1,Cabrera d'Anoia,Vallfogona de Riucorb,0.9217222222222222
1,Cabrera d'Anoia,Forès,1.1489166666666668
1,Cabrera d'Anoia,Rocafort de Queralt,0.8458055555555556
1,Cabrera d'Anoia,Carme,0.2897777777777778
1,Cabrera d'Anoia,Montblanc,1.0115833333333333
1,Torre de Claramunt,Vallbona d'Anoia,0.1518611111111111
1,Torre de Claramunt,La Llacuna,0.4379722222222222
1,Torre de Claramunt,Conesa,0.9476111111111112
1,Torre de Claramunt,Llorac,0.8059444444444445
1,Torre de Claramunt,Passanant i Belltall,1.1635833333333332
1,Torre de Claramunt,Piles,0.7318611111111111
1,Torre de Claramunt,Savallà del Comtat,0.8388055555555555
1,Torre de Claramunt,Vallfogona de Riucorb,0.9190555555555555
1,Torre de Claramunt,Forès,1.14725
1,Torre de Claramunt,Rocafort de Queralt,0.8441388888888889
1,Torre de Claramunt,Carme,0.1651388888888889
1,Torre de Claramunt,Montblanc,1.1211666666666666
1,Vallbona d'Anoia,La Llacuna,0.4200277777777778
1,Vallbona d'Anoia,Conesa,0.9426111111111112
1,Vallbona d'Anoia,Llorac,0.8009444444444445
1,Vallbona d'Anoia,Passanant i Belltall,1.1585833333333333
1,Vallbona d'Anoia,Piles,0.7324444444444445
1,Vallbona d'Anoia,Savallà del Comtat,0.8338055555555555
1,Vallbona d'Anoia,Vallfogona de Riucorb,0.9140555555555555
1,Vallbona d'Anoia,Forès,1.1478333333333333
1,Vallbona d'Anoia,Rocafort de Queralt,0.8447222222222223
1,Vallbona d'Anoia,Carme,0.25580555555555556
1,Vallbona d'Anoia,Montblanc,1.103138888888889
1,La Llacuna,Conesa,0.6251388888888889
1,La Llacuna,Llorac,0.48347222222222225
1,La Llacuna,Passanant i Belltall,0.8534166666666667
1,La Llacuna,Piles,0.4083888888888889
1,La Llacuna,Savallà del Comtat,0.5163333333333333
1,La Llacuna,Vallfogona de Riucorb,0.5965833333333332
1,La Llacuna,Forès,0.8237777777777777
1,La Llacuna,Rocafort de Queralt,0.5206666666666667
1,La Llacuna,Carme,0.2747222222222222
1,La Llacuna,Montblanc,0.7976944444444444
1,Conesa,Llorac,0.2475277777777778
1,Conesa,Passanant i Belltall,0.4855
1,Conesa,Piles,0.27094444444444443
1,Conesa,Savallà del Comtat,0.12069444444444444
1,Conesa,Vallfogona de Riucorb,0.2913611111111111
1,Conesa,Forès,0.3160833333333334
1,Conesa,Rocafort de Queralt,0.16647222222222222
1,Conesa,Carme,0.7852222222222223
1,Conesa,Montblanc,0.4658333333333333
1,Llorac,Passanant i Belltall,0.39841666666666664
1,Llorac,Piles,0.24508333333333332
1,Llorac,Savallà del Comtat,0.1381388888888889
1,Llorac,Vallfogona de Riucorb,0.14158333333333334
1,Llorac,Forès,0.5326111111111111
1,Llorac,Rocafort de Queralt,0.35736111111111113
1,Llorac,Carme,0.6447777777777777
1,Llorac,Montblanc,0.6343888888888889
1,Passanant i Belltall,Piles,0.5411111111111111
1,Passanant i Belltall,Savallà del Comtat,0.4644166666666667
1,Passanant i Belltall,Vallfogona de Riucorb,0.2629722222222222
1,Passanant i Belltall,Forès,0.2025
1,Passanant i Belltall,Rocafort de Queralt,0.46044444444444443
1,Passanant i Belltall,Carme,1.0125555555555554
1,Passanant i Belltall,Montblanc,0.5235555555555556
1,Piles,Savallà del Comtat,0.27811111111111114
1,Piles,Vallfogona de Riucorb,0.3583611111111111
1,Piles,Forès,0.4320555555555556
1,Piles,Rocafort de Queralt,0.12894444444444444
1,Piles,Carme,0.5706944444444444
1,Piles,Montblanc,0.40597222222222223
1,Savallà del Comtat,Vallfogona de Riucorb,0.21044444444444446
1,Savallà del Comtat,Forès,0.4151388888888889
1,Savallà del Comtat,Rocafort de Queralt,0.24888888888888888
1,Savallà del Comtat,Carme,0.6769444444444445
1,Savallà del Comtat,Montblanc,0.54825
1,Vallfogona de Riucorb,Forès,0.3996388888888889
1,Vallfogona de Riucorb,Rocafort de Queralt,0.41797222222222224
1,Vallfogona de Riucorb,Carme,0.7565833333333333
1,Vallfogona de Riucorb,Montblanc,0.6264166666666666
1,Forès,Rocafort de Queralt,0.35675
1,Forès,Carme,0.99225
1,Forès,Montblanc,0.47872222222222227
1,Rocafort de Queralt,Carme,0.6842777777777778
1,Rocafort de Queralt,Montblanc,0.3243333333333333
1,Carme,Montblanc,0.9598055555555556
2,Mediona,Font-rubí,0.5085277777777778
2,Mediona,Pontons,0.6657777777777778
2,Mediona,Torrelles de Foix,0.5175555555555555
2,Mediona,Les Cabanyes,0.5226944444444445
2,Mediona,Pacs del Penedès,0.5866666666666667
2,Mediona,Sant Cugat Sesgarrigues,0.5398611111111111
2,Mediona,Santa Fe del Penedès,0.45180555555555557
2,Mediona,Vilobí del Penedès,0.5798888888888889
2,Mediona,Castellet i la Gornal,0.7365555555555555
2,Mediona,Albinyana,0.9345833333333333
2,Mediona,Bonastre,1.0691111111111111
2,Mediona,Santa Oliva,0.8805555555555555
2,Mediona,Olivella,0.8007222222222222
2,Mediona,Olesa de Bonesvalls,0.7962777777777778
2,Mediona,Puigdàlber,0.40194444444444444
2,Mediona,Sant Llorenç d'Hortons,0.7056111111111111
2,Mediona,Subirats,0.6276666666666666
2,Mediona,Torrelavit,0.40225
2,Mediona,Masllorenç,0.9496944444444445
2,Mediona,Montmell,0.9546666666666667
2,Mediona,Salomó,1.0849444444444445
2,Mediona,Vespella de Gaià,1.1417777777777778
2,Mediona,Montblanc,1.0527777777777778
2,Font-rubí,Pontons,0.3729166666666667
2,Font-rubí,Torrelles de Foix,0.22469444444444445
2,Font-rubí,Les Cabanyes,0.4069166666666667
2,Font-rubí,Pacs del Penedès,0.3157222222222222
2,Font-rubí,Sant Cugat Sesgarrigues,0.5013611111111111
2,Font-rubí,Santa Fe del Penedès,0.48488888888888887
2,Font-rubí,Vilobí del Penedès,0.38175
2,Font-rubí,Castellet i la Gornal,0.6096944444444444
2,Font-rubí,Albinyana,0.7979166666666667
2,Font-rubí,Bonastre,0.9324444444444445
2,Font-rubí,Santa Oliva,0.7457499999999999
2,Font-rubí,Olivella,0.7464444444444444
2,Font-rubí,Olesa de Bonesvalls,0.742
2,Font-rubí,Puigdàlber,0.486
2,Font-rubí,Sant Llorenç d'Hortons,0.783
2,Font-rubí,Subirats,0.6316944444444444
2,Font-rubí,Torrelavit,0.5859722222222222
2,Font-rubí,Masllorenç,0.8130277777777778
2,Font-rubí,Montmell,0.8180000000000001
2,Font-rubí,Salomó,0.9482777777777778
2,Font-rubí,Vespella de Gaià,1.005111111111111
2,Font-rubí,Montblanc,1.0854444444444444
2,Pontons,Torrelles de Foix,0.1481111111111111
2,Pontons,Les Cabanyes,0.41936111111111113
2,Pontons,Pacs del Penedès,0.3281666666666667
2,Pontons,Sant Cugat Sesgarrigues,0.5138055555555555
2,Pontons,Santa Fe del Penedès,0.49733333333333335
2,Pontons,Vilobí del Penedès,0.3941944444444444
2,Pontons,Castellet i la Gornal,0.6221388888888888
2,Pontons,Albinyana,0.8103611111111112
2,Pontons,Bonastre,0.7285277777777778
2,Pontons,Santa Oliva,0.7071944444444445
2,Pontons,Olivella,0.7588888888888888
2,Pontons,Olesa de Bonesvalls,0.7544444444444445
2,Pontons,Puigdàlber,0.5480833333333333
2,Pontons,Sant Llorenç d'Hortons,0.7954444444444444
2,Pontons,Subirats,0.6441388888888889
2,Pontons,Torrelavit,0.6652222222222223
2,Pontons,Masllorenç,0.64675
2,Pontons,Montmell,0.74325
2,Pontons,Salomó,0.6455555555555555
2,Pontons,Vespella de Gaià,0.8331666666666667
2,Pontons,Montblanc,0.7990277777777778
